X,Y,DESCRIPTION,LAYER,ELEVATION,HEIGHT_ABO,CLASS,INTENSITY,SCAN_ANGLE,RETURN_CNT,RETURN_NUM,GPS_TIME,RED,GREEN,BLUE,NIR,NDVI,NDWI,SOURCE_ID,SCANNER_CH,USER_DATA,KEY_POINT,ID,ERALDISE_N,KVARTALI_N,KATASTRI_N,key6,TO+ID_tree,TO+ID_1 bi,TO+ID_1 sp,TO+ID_1 pi,TO+ID_1 al,TO+ID_1 la,TO+ID_1 co,TO+ID_1 as,TO+ID_1 wi,TO+ID_1 gr,
"691034.060,6468446.950,Ground,Ground,31.52,0.071  m,2,54503,-12.0,1,1,238572865.2170998,6400,8448,5120,29184,0.64,-0.55,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691033.230,6468446.870,Ground,Ground,31.57,0.119  m,2,54153,-12.0,1,1,238572865.2171025,14336,13312,13056,27136,0.31,-0.34,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691032.360,6468446.790,Ground,Ground,31.52,0.067  m,2,54546,-12.0,1,1,238572865.2171053,9728,9472,8448,26880,0.47,-0.48,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691031.440,6468446.700,Ground,Ground,31.48,0.03  m,2,54088,-12.0,1,1,238572865.2171081,13056,12544,9472,30976,0.41,-0.42,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691030.630,6468446.630,Ground,Ground,31.57,0.117  m,2,54088,-12.0,2,2,238572865.2171109,13824,11776,11008,30464,0.38,-0.44,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691035.240,6468447.020,High Vegetation,High Vegetation,52.09,20.653  m,5,27852,-12.0,2,1,238572865.2171109,29440,32768,21760,50176,0.26,-0.21,19291,0,206,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691034.660,6468446.960,High Vegetation,High Vegetation,53.61,22.161  m,5,26694,-12.0,3,1,238572865.2171137,26368,29440,19712,47616,0.29,-0.24,19291,0,221,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691034.370,6468446.940,High Vegetation,High Vegetation,52.35,20.901  m,5,36240,-12.0,3,2,238572865.2171137,18944,21504,15360,40704,0.36,-0.31,19291,0,208,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691034.500,6468446.940,High Vegetation,High Vegetation,56.78,25.331  m,5,35519,-12.0,2,1,238572865.2171165,22016,24832,16640,43264,0.33,-0.27,19291,0,252,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691033.750,6468446.870,High Vegetation,High Vegetation,57.00,25.55  m,5,36371,-12.0,2,1,238572865.2171192,3840,4096,5120,17920,0.65,-0.63,19291,0,255,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691031.490,6468446.660,High Vegetation,High Vegetation,54.83,23.378  m,5,37682,-12.0,2,1,238572865.2171249,13056,12544,9472,30976,0.41,-0.42,19291,0,233,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691031.000,6468446.610,High Vegetation,High Vegetation,56.62,25.165  m,5,33357,-12.0,2,1,238572865.2171277,20736,19968,16128,42240,0.34,-0.36,19291,0,251,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691039.880,6468448.450,Ground,Ground,31.43,0.071  m,2,49762,-12.0,2,2,238572865.2302649,24064,26880,19200,45312,0.31,-0.26,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691038.980,6468448.370,Ground,Ground,31.41,0.056  m,2,49719,-12.0,2,2,238572865.2302678,24576,25088,19712,40192,0.24,-0.23,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691038.140,6468448.290,Ground,Ground,31.49,0.137  m,2,45197,-12.0,1,1,238572865.2302705,27904,31232,19968,48384,0.27,-0.22,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691037.290,6468448.210,Ground,Ground,31.51,0.137  m,2,52755,-12.0,1,1,238572865.2302732,32000,36352,24832,51968,0.24,-0.18,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691036.380,6468448.120,Ground,Ground,31.46,0.086  m,2,53214,-12.0,1,1,238572865.2302761,29952,34048,22016,51200,0.26,-0.20,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691035.560,6468448.040,Unclassified,Unclassified,31.62,0.139  m,1,53738,-12.0,1,1,238572865.2302788,26368,29184,21504,46336,0.27,-0.23,19291,0,2,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691034.650,6468447.970,Ground,Ground,31.46,0.0099999998  m,2,53542,-12.0,1,1,238572865.2302817,27904,31744,20736,48640,0.27,-0.21,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691033.760,6468447.880,Ground,Ground,31.49,0.04  m,2,54153,-12.0,1,1,238572865.2302845,7424,7936,5120,26112,0.56,-0.53,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691032.890,6468447.800,Ground,Ground,31.47,0.02  m,2,54678,-12.0,1,1,238572865.2302873,12800,12288,9216,28160,0.38,-0.39,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691032.030,6468447.720,Ground,Ground,31.45,0  m,2,53913,-12.0,1,1,238572865.2302900,23552,23040,19968,42752,0.29,-0.30,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691031.130,6468447.640,Ground,Ground,31.43,-0.0010000000  m,2,53017,-12.0,1,1,238572865.2302928,21504,20736,16384,40960,0.31,-0.33,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691030.280,6468447.560,Ground,Ground,31.45,0.02  m,2,44716,-12.0,3,3,238572865.2302956,19712,20480,18176,35328,0.28,-0.27,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691035.200,6468447.970,High Vegetation,High Vegetation,53.37,21.931  m,5,39714,-12.0,3,2,238572865.2302956,27392,30976,22528,47616,0.27,-0.21,19291,0,219,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691035.840,6468448.030,High Vegetation,High Vegetation,56.26,24.801  m,5,29905,-12.0,3,1,238572865.2302956,29440,32512,23296,48896,0.25,-0.20,19291,0,248,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691034.390,6468447.900,High Vegetation,High Vegetation,53.74,22.29  m,5,35672,-12.0,3,2,238572865.2302985,19456,22272,14592,43520,0.38,-0.32,19291,0,223,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691034.960,6468447.950,High Vegetation,High Vegetation,56.29,24.84  m,5,38185,-12.0,3,1,238572865.2302985,27136,31488,20736,48384,0.28,-0.21,19291,0,248,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691033.590,6468447.820,High Vegetation,High Vegetation,54.02,22.57  m,5,29883,-12.0,1,1,238572865.2303013,7936,7936,5888,26880,0.54,-0.54,19291,0,225,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691033.420,6468447.800,High Vegetation,High Vegetation,57.14,25.69  m,5,34711,-12.0,3,2,238572865.2303041,14848,14848,12288,34304,0.40,-0.40,19291,0,255,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691033.690,6468447.820,High Vegetation,High Vegetation,58.34,26.89  m,5,29993,-12.0,3,1,238572865.2303041,7424,7936,5120,26112,0.56,-0.53,19291,0,255,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691039.530,6468449.330,Unclassified,Unclassified,31.49,0.133  m,1,39932,-12.0,3,3,238572865.2434499,16640,17408,12032,33024,0.33,-0.31,19291,0,1,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691038.600,6468449.240,Ground,Ground,31.36,0  m,2,43471,-12.0,3,3,238572865.2434527,23040,23040,19968,38656,0.25,-0.25,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691039.670,6468449.330,Unclassified,Unclassified,39.98,8.623  m,1,28529,-12.0,4,3,238572865.2434555,14848,15104,11520,31488,0.36,-0.35,19291,0,86,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691037.770,6468449.170,Ground,Ground,31.40,0.015  m,2,42422,-12.0,4,4,238572865.2434555,24576,28928,17664,49920,0.34,-0.27,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691036.880,6468449.080,Ground,Ground,31.47,0.07  m,2,50527,-12.0,2,2,238572865.2434583,28928,32000,21760,48384,0.25,-0.20,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691039.830,6468449.340,High Vegetation,High Vegetation,44.80,13.444  m,5,30495,-12.0,2,1,238572865.2434583,11776,12544,9728,28672,0.42,-0.39,19291,0,134,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691036.030,6468449.000,Ground,Ground,31.51,0.11  m,2,50702,-12.0,1,1,238572865.2434610,30464,34560,23040,49920,0.24,-0.18,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691035.220,6468448.920,Unclassified,Unclassified,31.67,0.105  m,1,51794,-12.0,1,1,238572865.2434639,25856,28928,18688,45312,0.27,-0.22,19291,0,1,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691034.270,6468448.840,Ground,Ground,31.59,0.0099999998  m,2,55355,-12.0,1,1,238572865.2434667,11776,12288,9472,31488,0.46,-0.44,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691033.450,6468448.770,Unclassified,Unclassified,31.66,0.154  m,1,54175,-12.0,1,1,238572865.2434695,12032,11008,10240,27648,0.39,-0.43,19291,0,1,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691032.540,6468448.680,Ground,Ground,31.60,0.116  m,2,53978,-12.0,1,1,238572865.2434723,14080,15616,12032,35072,0.43,-0.38,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691035.300,6468448.900,High Vegetation,High Vegetation,47.93,16.374  m,5,32658,-12.0,4,3,238572865.2434751,25856,28928,18688,45312,0.27,-0.22,19291,0,164,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691036.770,6468449.030,High Vegetation,High Vegetation,54.51,23.11  m,5,39277,-12.0,4,1,238572865.2434751,26112,29696,20480,47104,0.29,-0.23,19291,0,230,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691031.630,6468448.590,Ground,Ground,31.51,0.02  m,2,44804,-12.0,4,4,238572865.2434751,23296,20992,16640,40960,0.27,-0.32,19291,0,0,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691035.840,6468448.950,High Vegetation,High Vegetation,50.35,18.842  m,5,30954,-12.0,4,2,238572865.2434751,30208,34048,23040,48640,0.23,-0.18,19291,0,188,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691030.800,6468448.520,Unclassified,Unclassified,31.53,0.039  m,1,39058,-12.0,2,2,238572865.2434779,19456,18432,15616,34048,0.27,-0.30,19291,0,1,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691035.960,6468448.960,High Vegetation,High Vegetation,54.55,23.053  m,5,44738,-12.0,2,1,238572865.2434779,30208,34048,23040,48640,0.23,-0.18,19291,0,230,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691035.090,6468448.870,High Vegetation,High Vegetation,54.62,23.047  m,5,46202,-12.0,2,1,238572865.2434807,26112,29184,19456,44544,0.26,-0.21,19291,0,231,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691035.210,6468448.880,High Vegetation,High Vegetation,58.96,27.397  m,5,30233,-12.0,4,1,238572865.2434834,25856,28928,18688,45312,0.27,-0.22,19291,0,255,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691034.920,6468448.850,High Vegetation,High Vegetation,57.65,26.07  m,5,33903,-12.0,4,2,238572865.2434834,26624,29184,20480,45568,0.26,-0.22,19291,0,255,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691034.230,6468448.790,High Vegetation,High Vegetation,54.56,22.984  m,5,30998,-12.0,4,3,238572865.2434834,20224,22272,16896,39168,0.32,-0.28,19291,0,230,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691034.400,6468448.800,High Vegetation,High Vegetation,59.21,27.633  m,5,44541,-12.0,1,1,238572865.2434863,23808,26112,19200,43520,0.29,-0.25,19291,0,255,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691033.480,6468448.710,High Vegetation,High Vegetation,59.05,27.545  m,5,40828,-12.0,3,1,238572865.2434891,12032,11008,10240,27648,0.39,-0.43,19291,0,255,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691032.980,6468448.670,High Vegetation,High Vegetation,56.83,25.346  m,5,31718,-12.0,3,2,238572865.2434891,9984,11776,9728,27392,0.47,-0.40,19291,0,252,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691032.230,6468448.600,High Vegetation,High Vegetation,57.21,25.728  m,5,45415,-12.0,2,1,238572865.2434918,15872,16128,12032,36864,0.40,-0.39,19291,0,255,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691033.210,6468449.990,Unclassified,Unclassified,31.95,0.45  m,1,43908,-12.0,2,2,238572865.2566543,22272,20992,19968,35840,0.23,-0.26,19291,0,3,,1782698.000000000000000,5.000000000000000,JS058,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS058=""KVARTALI_N"" and 5=""ERALDISE_N""",1782698,сосна,5,0,95,0,0,0,0,0,0
"691169.760,6468002.710,Ground,Ground,32.25,0.063  m,2,51444,-13.0,2,2,238572862.9494734,8960,7680,6912,17920,0.33,-0.40,19291,1,0,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691164.460,6468000.360,High Vegetation,High Vegetation,41.90,9.692  m,5,35891,-13.0,3,1,238572862.9626362,27648,27136,21248,50432,0.29,-0.30,19291,1,95,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691164.110,6468000.130,High Vegetation,High Vegetation,40.11,7.902  m,5,36524,-13.0,3,2,238572862.9626362,35072,33536,29440,47872,0.15,-0.18,19291,1,77,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691166.990,6468002.030,High Vegetation,High Vegetation,51.01,18.821  m,5,33663,-13.0,2,2,238572862.9626390,13568,14848,9728,41472,0.51,-0.47,19291,1,188,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.160,6468002.810,Unclassified,Unclassified,57.01,24.772  m,1,41723,-13.0,2,1,238572862.9626390,16896,18944,12800,39168,0.40,-0.35,19291,1,248,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.450,6468003.010,High Vegetation,High Vegetation,54.83,22.59  m,5,45634,-13.0,1,1,238572862.9626417,24576,26112,18944,45312,0.30,-0.27,19291,1,226,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.030,6468003.400,High Vegetation,High Vegetation,54.16,21.922  m,5,38949,-13.0,2,1,238572862.9626445,13056,15872,11520,42752,0.53,-0.46,19291,1,219,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.780,6468003.230,High Vegetation,High Vegetation,52.85,20.61  m,5,45459,-13.0,2,2,238572862.9626445,16384,22784,12800,45312,0.47,-0.33,19291,1,206,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.070,6468003.430,High Vegetation,High Vegetation,50.58,18.345  m,5,43755,-13.0,1,1,238572862.9626473,13056,15872,11520,42752,0.53,-0.46,19291,1,183,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.250,6468003.550,High Vegetation,High Vegetation,47.75,15.528  m,5,32527,-13.0,5,3,238572862.9626501,15104,18688,12288,41472,0.47,-0.38,19291,1,155,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691166.270,6468001.580,Ground,Ground,32.41,0.2  m,2,25973,-13.0,5,5,238572862.9626501,19968,23552,16896,49408,0.42,-0.35,19291,1,0,Y,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.010,6468003.390,High Vegetation,High Vegetation,46.51,14.271  m,5,30845,-13.0,5,4,238572862.9626501,14592,17408,13824,43008,0.49,-0.42,19291,1,143,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.530,6468003.740,High Vegetation,High Vegetation,49.21,17.007  m,5,30386,-13.0,5,2,238572862.9626501,21248,25088,16640,48896,0.39,-0.32,19291,1,170,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.830,6468003.930,High Vegetation,High Vegetation,50.72,18.538  m,5,34973,-13.0,5,1,238572862.9626501,16896,21760,14592,46848,0.47,-0.37,19291,1,186,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
