X,Y,DESCRIPTION,LAYER,ELEVATION,HEIGHT_ABO,CLASS,INTENSITY,SCAN_ANGLE,RETURN_CNT,RETURN_NUM,GPS_TIME,RED,GREEN,BLUE,NIR,NDVI,NDWI,SOURCE_ID,SCANNER_CH,USER_DATA,KEY_POINT,ID,ERALDISE_N,KVARTALI_N,KATASTRI_N,key6,TO+ID_tree,TO+ID_1 bi,TO+ID_1 sp,TO+ID_1 pi,TO+ID_1 al,TO+ID_1 la,TO+ID_1 co,TO+ID_1 as,TO+ID_1 wi,TO+ID_1 gr,
"691169.650,6468003.820,High Vegetation,High Vegetation,46.03,13.835  m,5,41461,-13.0,3,1,238572862.9626529,12032,16896,9216,43264,0.56,-0.44,19291,1,139,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.470,6468003.700,High Vegetation,High Vegetation,45.09,12.883  m,5,25930,-13.0,3,2,238572862.9626529,21248,25088,16640,48896,0.39,-0.32,19291,1,129,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691166.970,6468002.050,Ground,Ground,32.23,0.041  m,2,38337,-13.0,3,3,238572862.9626529,13568,14848,9728,41472,0.51,-0.47,19291,1,0,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691167.680,6468002.530,Ground,Ground,32.17,-0.028  m,2,32243,-13.0,2,2,238572862.9626557,18432,21504,15872,41728,0.39,-0.32,19291,1,0,Y,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.460,6468003.050,Ground,Ground,32.27,0.03  m,2,49042,-13.0,3,3,238572862.9626585,24576,26112,18944,45312,0.30,-0.27,19291,1,0,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.200,6468003.550,Ground,Ground,32.24,0.014  m,2,48190,-13.0,2,2,238572862.9626613,15104,18688,12288,41472,0.47,-0.38,19291,1,0,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.920,6468004.010,Ground,Ground,32.13,-0.025  m,2,44083,-13.0,3,3,238572862.9626641,18688,23808,14848,48896,0.45,-0.35,19291,1,0,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691162.820,6468000.530,High Vegetation,High Vegetation,36.80,4.57  m,5,28420,-13.0,4,3,238572862.9758237,42496,42240,36864,48640,0.07,-0.07,19291,1,45,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691163.220,6468000.800,High Vegetation,High Vegetation,38.85,6.622  m,5,34886,-13.0,4,2,238572862.9758237,40704,38656,33792,49152,0.09,-0.12,19291,1,65,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691164.600,6468001.710,High Vegetation,High Vegetation,45.87,13.662  m,5,46398,-13.0,4,1,238572862.9758237,17664,21248,14592,46848,0.45,-0.38,19291,1,135,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691162.710,6468000.460,Ground,Ground,32.31,0.08  m,2,28092,-13.0,3,3,238572862.9758266,40448,38400,35072,52992,0.13,-0.16,19291,1,0,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691164.760,6468001.810,High Vegetation,High Vegetation,42.82,10.612  m,5,39386,-13.0,3,2,238572862.9758266,17664,21248,15360,47104,0.45,-0.38,19291,1,105,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691165.440,6468002.260,High Vegetation,High Vegetation,46.27,14.078  m,5,42401,-13.0,3,1,238572862.9758266,18944,20992,14848,48384,0.44,-0.39,19291,1,139,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691165.970,6468002.620,High Vegetation,High Vegetation,45.40,13.216  m,5,36524,-13.0,3,1,238572862.9758294,9216,11264,8448,36608,0.60,-0.53,19291,1,131,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691163.430,6468000.950,Ground,Ground,32.42,0.195  m,2,29010,-13.0,3,3,238572862.9758294,39168,37120,31232,49408,0.12,-0.14,19291,1,0,Y,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691165.270,6468002.160,High Vegetation,High Vegetation,41.81,9.616  m,5,42685,-13.0,3,2,238572862.9758294,18688,20224,13568,43776,0.40,-0.37,19291,1,95,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691167.810,6468003.840,High Vegetation,High Vegetation,51.02,18.822  m,5,43143,-13.0,3,1,238572862.9758321,14848,20992,12288,46080,0.51,-0.37,19291,1,188,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691166.560,6468003.010,High Vegetation,High Vegetation,44.62,12.45  m,5,37267,-13.0,3,3,238572862.9758321,15616,16640,13056,40704,0.45,-0.42,19291,1,124,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691167.240,6468003.470,High Vegetation,High Vegetation,48.15,15.972  m,5,26847,-13.0,3,2,238572862.9758321,13568,18176,8448,46592,0.55,-0.44,19291,1,159,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.250,6468004.130,High Vegetation,High Vegetation,49.43,17.253  m,5,34449,-13.0,3,2,238572862.9758350,14848,18432,12032,46336,0.51,-0.43,19291,1,172,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691167.660,6468003.740,High Vegetation,High Vegetation,46.42,14.227  m,5,35323,-13.0,3,3,238572862.9758350,24064,31488,19712,55040,0.39,-0.27,19291,1,142,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.580,6468004.350,High Vegetation,High Vegetation,51.16,18.995  m,5,35607,-13.0,3,1,238572862.9758350,22016,27136,18176,49920,0.39,-0.30,19291,1,190,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.900,6468004.570,High Vegetation,High Vegetation,49.10,16.947  m,5,44804,-13.0,1,1,238572862.9758378,22272,27392,17920,51456,0.40,-0.31,19291,1,169,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.380,6468004.890,High Vegetation,High Vegetation,47.76,15.624  m,5,48080,-13.0,1,1,238572862.9758406,26112,32768,17152,56064,0.36,-0.26,19291,1,156,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.670,6468005.090,High Vegetation,High Vegetation,45.66,13.526  m,5,48233,-13.0,1,1,238572862.9758434,28672,34560,21248,56832,0.33,-0.24,19291,1,135,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691169.270,6468004.850,Unclassified,Unclassified,32.16,0.022  m,1,27044,-13.0,4,4,238572862.9758518,26112,32768,17152,56064,0.36,-0.26,19291,1,0,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691160.110,6468000.250,High Vegetation,High Vegetation,38.40,6.06  m,5,30604,-13.0,3,1,238572862.9890032,23552,22016,18944,39424,0.25,-0.28,19291,1,59,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691161.380,6468001.090,High Vegetation,High Vegetation,41.01,8.691  m,5,45524,-13.0,2,1,238572862.9890059,14592,13568,11264,30464,0.35,-0.38,19291,1,87,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691163.020,6468002.180,High Vegetation,High Vegetation,45.73,13.624  m,5,41942,-13.0,4,2,238572862.9890087,28672,25088,22784,44288,0.21,-0.28,19291,1,134,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691163.640,6468002.590,High Vegetation,High Vegetation,48.85,16.747  m,5,37136,-13.0,4,1,238572862.9890087,22784,20992,16896,38656,0.26,-0.30,19291,1,166,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691160.430,6468000.480,Ground,Ground,32.56,0.22  m,2,24990,-13.0,4,4,238572862.9890087,18176,15872,14080,33280,0.29,-0.35,19291,1,0,Y,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691162.090,6468001.570,High Vegetation,High Vegetation,40.97,8.74  m,5,38053,-13.0,4,3,238572862.9890087,23808,21504,19200,40448,0.26,-0.31,19291,1,87,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691164.930,6468003.450,High Vegetation,High Vegetation,47.79,15.604  m,5,48801,-13.0,1,1,238572862.9890144,16640,20480,12544,46336,0.47,-0.39,19291,1,156,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691165.280,6468003.690,High Vegetation,High Vegetation,46.01,13.826  m,5,48517,-13.0,1,1,238572862.9890171,15872,17920,14592,43520,0.47,-0.42,19291,1,138,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691165.710,6468003.970,High Vegetation,High Vegetation,44.43,12.25  m,5,41702,-13.0,2,2,238572862.9890200,11008,12800,8192,37376,0.54,-0.49,19291,1,122,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691166.580,6468004.550,High Vegetation,High Vegetation,48.92,16.695  m,5,40456,-13.0,2,1,238572862.9890200,20224,25600,15616,50176,0.43,-0.32,19291,1,166,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691167.780,6468005.340,High Vegetation,High Vegetation,51.19,18.993  m,5,44891,-13.0,1,1,238572862.9890227,23552,29440,16128,54016,0.39,-0.29,19291,1,190,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.080,6468005.550,High Vegetation,High Vegetation,49.14,17.01  m,5,38818,-13.0,1,1,238572862.9890255,21248,27904,15616,51200,0.41,-0.29,19291,1,169,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691167.830,6468005.390,High Vegetation,High Vegetation,44.10,11.906  m,5,31915,-13.0,2,2,238572862.9890283,26112,32512,18432,56320,0.37,-0.27,19291,1,119,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.650,6468005.940,High Vegetation,High Vegetation,48.37,16.24  m,5,46420,-13.0,2,1,238572862.9890283,19456,26624,11776,49920,0.44,-0.30,19291,1,162,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.490,6468005.830,High Vegetation,High Vegetation,43.71,11.58  m,5,30561,-13.0,3,3,238572862.9890310,25344,31744,17152,50944,0.34,-0.23,19291,1,115,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.850,6468006.070,High Vegetation,High Vegetation,45.61,13.469  m,5,40806,-13.0,3,2,238572862.9890310,19456,25344,14592,48128,0.42,-0.31,19291,1,134,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691168.440,6468005.820,Unclassified,Unclassified,32.25,0.12  m,1,24510,-13.0,4,4,238572862.9890394,25344,31744,17152,50944,0.34,-0.23,19291,1,0,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691160.750,6468001.940,High Vegetation,High Vegetation,39.11,6.77  m,5,28726,-13.0,3,1,238572863.0021938,14848,14080,12288,28928,0.32,-0.35,19291,1,67,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691160.260,6468001.620,High Vegetation,High Vegetation,36.64,4.3  m,5,28332,-13.0,3,2,238572863.0021938,24576,22784,20736,38400,0.22,-0.26,19291,1,41,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691163.300,6468003.640,High Vegetation,High Vegetation,48.22,16.175  m,5,26454,-13.0,4,1,238572863.0021966,12800,16640,10752,40704,0.52,-0.42,19291,1,160,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691163.050,6468003.460,High Vegetation,High Vegetation,46.94,14.916  m,5,34384,-13.0,4,2,238572863.0021966,16896,18944,12800,39680,0.40,-0.35,19291,1,147,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691160.220,6468001.600,Ground,Ground,32.56,0.22  m,2,45546,-13.0,4,4,238572863.0021966,24576,22784,20736,38400,0.22,-0.26,19291,1,0,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691162.340,6468003.000,High Vegetation,High Vegetation,43.30,11.28  m,5,40435,-13.0,4,3,238572863.0021966,6400,6144,4864,25600,0.60,-0.61,19291,1,113,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691162.750,6468003.270,High Vegetation,High Vegetation,41.64,9.62  m,5,32133,-13.0,3,3,238572863.0021994,16640,15872,14080,32000,0.32,-0.34,19291,1,95,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691163.880,6468004.020,High Vegetation,High Vegetation,47.40,15.24  m,5,38119,-13.0,3,2,238572863.0021994,24576,28928,17664,50688,0.35,-0.27,19291,1,152,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691164.130,6468004.190,High Vegetation,High Vegetation,48.72,16.448  m,5,35651,-13.0,3,1,238572863.0021994,21504,25600,15616,49408,0.39,-0.32,19291,1,165,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691163.950,6468004.070,High Vegetation,High Vegetation,44.26,12.09  m,5,31041,-13.0,2,2,238572863.0022021,24576,28928,17664,50688,0.35,-0.27,19291,1,121,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691164.430,6468004.380,High Vegetation,High Vegetation,46.68,14.394  m,5,44345,-13.0,2,1,238572863.0022021,23296,29184,18432,52224,0.38,-0.28,19291,1,144,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691164.580,6468004.490,High Vegetation,High Vegetation,43.63,11.336  m,5,35716,-13.0,4,2,238572863.0022049,20736,27392,17408,51968,0.43,-0.31,19291,1,114,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691164.940,6468004.730,High Vegetation,High Vegetation,45.49,13.179  m,5,43471,-13.0,4,1,238572863.0022049,19712,25088,15104,49664,0.43,-0.33,19291,1,132,,10285261.000000000000000,8.000000000000000,JS076,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS076=""KVARTALI_N"" and 8=""ERALDISE_N""",10285261,ель,25,70,0,5,0,0,0,0,0
"691393.950,6468334.820,Ground,Ground,32.09,0.073  m,2,53236,-6.0,2,2,238572864.8757169,29440,32000,23040,50176,0.26,-0.22,19291,1,0,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691394.090,6468334.920,Unclassified,Unclassified,33.77,1.838  m,1,32374,-6.0,2,1,238572864.8757169,30976,33792,23552,51968,0.25,-0.21,19291,1,17,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691394.690,6468335.320,Unclassified,Unclassified,32.12,0.19  m,1,53498,-5.0,1,1,238572864.8757197,28672,32768,21248,51456,0.28,-0.22,19291,1,1,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691395.360,6468335.760,Ground,Ground,31.99,0.065  m,2,54721,-5.0,1,1,238572864.8757226,32512,34304,25600,52736,0.24,-0.21,19291,1,0,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691396.320,6468336.390,High Vegetation,High Vegetation,34.92,2.992  m,5,39168,-5.0,2,1,238572864.8757254,30208,35584,24576,50432,0.25,-0.17,19291,1,29,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691396.080,6468336.240,Ground,Ground,32.03,0.105  m,2,40893,-5.0,2,2,238572864.8757254,30208,34816,24064,51200,0.26,-0.19,19291,1,0,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691396.810,6468336.720,Ground,Ground,32.01,0.075  m,2,31544,-5.0,2,2,238572864.8757282,31232,33280,23808,50432,0.24,-0.20,19291,1,0,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691397.060,6468336.880,High Vegetation,High Vegetation,35.05,3.117  m,5,42597,-5.0,2,1,238572864.8757282,28416,30208,21760,48128,0.26,-0.23,19291,1,31,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691397.480,6468337.170,Ground,Ground,31.95,0.048  m,2,49915,-5.0,2,2,238572864.8757310,29696,32256,23552,48896,0.24,-0.21,19291,1,0,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691397.710,6468337.310,High Vegetation,High Vegetation,34.76,2.877  m,5,35301,-5.0,2,1,238572864.8757310,31744,34560,25856,50432,0.23,-0.19,19291,1,28,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691398.220,6468337.650,Ground,Ground,31.92,0.14  m,2,52821,-5.0,2,2,238572864.8757337,20992,23808,16128,42496,0.34,-0.28,19291,1,0,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691398.370,6468337.750,High Vegetation,High Vegetation,33.73,1.95  m,5,30714,-5.0,2,1,238572864.8757337,20992,23808,16128,42496,0.34,-0.28,19291,1,18,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691398.880,6468338.090,Ground,Ground,31.92,0.085  m,2,53476,-5.0,1,1,238572864.8757365,22272,24576,17664,43776,0.33,-0.28,19291,1,0,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691399.780,6468338.680,High Vegetation,High Vegetation,34.02,2.143  m,5,33095,-5.0,2,1,238572864.8757393,24320,19712,13568,37632,0.21,-0.31,19291,1,21,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
"691399.600,6468338.570,Ground,Ground,31.90,0.034  m,2,51881,-5.0,2,2,238572864.8757393,22016,22784,15872,36352,0.25,-0.23,19291,1,0,,774697.999999999883585,12.000000000000000,JS059,91501:008:0103,if(91501:008:0103=""KATASTRI_N"" and JS059=""KVARTALI_N"" and 12=""ERALDISE_N""",774698,лиственница,0,0,0,0,100,0,0,0,0
