X,Y,DESCRIPTION,LAYER,ELEVATION,HEIGHT_ABO,CLASS,INTENSITY,SCAN_ANGLE,RETURN_CNT,RETURN_NUM,GPS_TIME,RED,GREEN,BLUE,NIR,NDVI,NDWI,SOURCE_ID,SCANNER_CH,USER_DATA,KEY_POINT,ID,ERALDISE_N,KVARTALI_N,KATASTRI_N,key6,TO+ID_tree,TO+ID_1 bi,TO+ID_1 sp,TO+ID_1 pi,TO+ID_1 al,TO+ID_1 la,TO+ID_1 co,TO+ID_1 as,TO+ID_1 wi,TO+ID_1 gr
691020.520,6468955.390,High Vegetation,High Vegetation,47.62,15.99  m,5,38469,-9.0,4,3,238572874.1058251,9984,10240,11264,12800,0.12,-0.11,19291,1,160,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691020.690,6468955.490,High Vegetation,High Vegetation,48.87,17.24  m,5,28529,-9.0,4,2,238572874.1058251,9728,9984,11264,11264,0.07,-0.06,19291,1,172,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691020.370,6468955.300,High Vegetation,High Vegetation,41.45,9.82  m,5,30626,-9.0,3,2,238572874.1058279,9216,9216,8704,13824,0.20,-0.20,19291,1,98,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691021.000,6468955.690,High Vegetation,High Vegetation,46.03,14.4  m,5,38687,-9.0,3,1,238572874.1058279,7424,7680,8192,11008,0.19,-0.18,19291,1,144,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691020.930,6468955.670,High Vegetation,High Vegetation,40.40,8.77  m,5,33532,-9.0,3,2,238572874.1058307,7936,8192,8704,10240,0.13,-0.11,19291,1,88,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691021.230,6468955.850,High Vegetation,High Vegetation,42.53,10.892  m,5,39801,-9.0,3,1,238572874.1058307,6912,7168,7680,8704,0.11,-0.10,19291,1,109,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691022.980,6468956.950,High Vegetation,High Vegetation,49.77,17.982  m,5,27590,-9.0,3,2,238572874.1058335,10240,9984,11264,12032,0.08,-0.09,19291,1,180,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691023.700,6468957.420,High Vegetation,High Vegetation,55.13,23.358  m,5,35869,-9.0,3,1,238572874.1058335,9216,8704,9984,9984,0.04,-0.07,19291,1,234,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691020.520,6468955.410,Ground,Ground,31.66,0.03  m,2,44148,-9.0,3,3,238572874.1058335,9472,9216,10496,12032,0.12,-0.13,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691024.110,6468957.680,High Vegetation,High Vegetation,53.24,21.5  m,5,29315,-9.0,3,1,238572874.1058363,10240,10240,10752,11264,0.05,-0.05,19291,1,215,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691023.410,6468957.240,High Vegetation,High Vegetation,48.08,16.3  m,5,37202,-9.0,3,2,238572874.1058363,8192,7936,9216,11264,0.16,-0.17,19291,1,163,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691021.180,6468955.830,Ground,Ground,31.63,-0.0060000001  m,2,50614,-9.0,3,3,238572874.1058363,9216,9472,9984,11264,0.10,-0.09,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691024.270,6468957.790,High Vegetation,High Vegetation,48.99,17.25  m,5,29927,-9.0,2,2,238572874.1058390,10240,10240,10752,11520,0.06,-0.06,19291,1,172,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691024.820,6468958.140,High Vegetation,High Vegetation,53.09,21.402  m,5,47185,-9.0,2,1,238572874.1058390,10752,11008,11520,12288,0.07,-0.05,19291,1,213,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691024.310,6468957.830,Unclassified,Unclassified,43.78,12.04  m,1,28682,-9.0,3,2,238572874.1058418,8704,8704,9216,10240,0.08,-0.08,19291,1,120,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691022.680,6468956.800,Ground,Ground,31.79,0.0089999996  m,2,51029,-9.0,3,3,238572874.1058418,10240,9984,11520,10240,0.00,-0.01,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691024.590,6468958.000,High Vegetation,High Vegetation,45.91,14.215  m,5,31587,-9.0,3,1,238572874.1058418,7168,7424,7936,8448,0.08,-0.06,19291,1,141,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691023.380,6468957.240,Unclassified,Unclassified,31.80,0.019  m,1,51860,-9.0,1,1,238572874.1058447,9216,8960,10240,11264,0.10,-0.11,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691026.620,6468959.300,High Vegetation,High Vegetation,50.19,18.52  m,5,28158,-9.0,4,2,238572874.1058475,10752,11776,12032,13824,0.12,-0.08,19291,1,185,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691026.910,6468959.480,High Vegetation,High Vegetation,52.33,20.66  m,5,23439,-9.0,4,1,238572874.1058475,8448,9472,9216,13056,0.21,-0.16,19291,1,206,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691024.150,6468957.740,Ground,Ground,31.74,0  m,2,50658,-9.0,4,4,238572874.1058475,10240,10240,10752,11264,0.05,-0.05,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691026.340,6468959.120,High Vegetation,High Vegetation,48.06,16.39  m,5,27764,-9.0,4,3,238572874.1058475,10496,11520,11776,13056,0.11,-0.06,19291,1,163,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691024.850,6468958.190,Ground,Ground,31.79,0.104  m,2,49151,-9.0,2,2,238572874.1058503,10752,11008,11520,12288,0.07,-0.05,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691025.580,6468958.660,Unclassified,Unclassified,31.80,0.133  m,1,50920,-9.0,3,3,238572874.1058531,9472,10496,10752,11776,0.11,-0.06,19291,1,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691027.260,6468959.720,High Vegetation,High Vegetation,44.43,12.786  m,5,29752,-9.0,3,2,238572874.1058531,9472,10496,10240,14336,0.20,-0.15,19291,1,128,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691026.320,6468959.140,Ground,Ground,31.71,0.04  m,2,52231,-9.0,1,1,238572874.1058559,10496,11520,11776,13056,0.11,-0.06,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691026.990,6468959.570,Ground,Ground,31.68,0.0099999998  m,2,52646,-9.0,2,2,238572874.1058587,8448,9472,9216,13056,0.21,-0.16,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691020.580,6468956.960,High Vegetation,High Vegetation,39.08,7.47  m,5,38665,-9.0,2,1,238572874.1190213,6400,6656,7936,8960,0.17,-0.15,19291,1,74,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691020.270,6468956.770,Ground,Ground,31.61,-0.0020000001  m,2,53323,-9.0,1,1,238572874.1190241,9216,8448,10240,14592,0.23,-0.27,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691021.010,6468957.250,Ground,Ground,31.72,0.109  m,2,52318,-9.0,1,1,238572874.1190270,8192,8448,8960,9984,0.10,-0.08,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691021.750,6468957.730,Ground,Ground,31.62,-0.058  m,2,50352,-9.0,2,2,238572874.1190298,8448,8704,9216,11008,0.13,-0.12,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691024.580,6468959.500,High Vegetation,High Vegetation,52.54,20.89  m,5,34121,-9.0,2,1,238572874.1190298,9728,9984,10496,12032,0.11,-0.09,19291,1,209,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691022.440,6468958.170,Ground,Ground,31.63,-0.066  m,2,51160,-9.0,2,2,238572874.1190326,6400,6656,7168,9984,0.22,-0.20,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691023.190,6468958.650,Ground,Ground,31.68,0.022  m,2,48867,-9.0,3,3,238572874.1190353,9472,9728,10240,11008,0.07,-0.06,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691025.310,6468959.980,High Vegetation,High Vegetation,47.46,15.807  m,5,26366,-9.0,3,2,238572874.1190353,10496,10496,11008,12032,0.07,-0.07,19291,1,159,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691023.910,6468959.110,Unclassified,Unclassified,31.72,0.081  m,1,44236,-9.0,3,3,238572874.1190380,8448,8704,9216,10240,0.10,-0.08,19291,1,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691024.610,6468959.560,Ground,Ground,31.65,0  m,2,42379,-9.0,4,4,238572874.1190409,9216,9472,9984,10240,0.05,-0.04,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691020.040,6468957.740,High Vegetation,High Vegetation,40.21,8.6  m,5,41723,-9.0,2,1,238572874.1322089,8960,8448,8704,11520,0.12,-0.15,19291,1,85,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691020.610,6468958.100,High Vegetation,High Vegetation,39.06,7.461  m,5,31937,-9.0,2,1,238572874.1322116,5632,6912,7936,9984,0.28,-0.18,19291,1,74,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691020.370,6468957.960,Unclassified,Unclassified,31.75,0.14  m,1,52034,-9.0,1,1,238572874.1322144,7424,7424,7936,8960,0.09,-0.09,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691021.050,6468958.400,Ground,Ground,31.68,0.082  m,2,52209,-9.0,1,1,238572874.1322173,6912,7168,7680,10240,0.19,-0.18,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691021.810,6468958.890,Unclassified,Unclassified,31.84,0.23  m,1,48102,-9.0,3,3,238572874.1322200,9216,9472,9984,12288,0.14,-0.13,19291,1,2,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691022.530,6468959.350,Unclassified,Unclassified,31.71,0.08  m,1,44061,-9.0,2,2,238572874.1322228,9728,9984,10496,11776,0.10,-0.08,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691023.240,6468959.800,Ground,Ground,31.67,0.038  m,2,42969,-9.0,4,4,238572874.1322257,10496,10752,11264,13824,0.14,-0.12,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691020.540,6468959.270,Unclassified,Unclassified,31.77,0.18  m,1,53323,-9.0,1,1,238572874.1454051,8192,8704,8448,12544,0.21,-0.18,19291,1,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691021.230,6468959.720,Unclassified,Unclassified,31.67,0.075  m,1,51576,-9.0,3,3,238572874.1454079,7680,7936,8960,10240,0.14,-0.13,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.260,6468950.570,Ground,Ground,31.71,0.036  m,2,53891,-9.0,1,1,238572871.5723712,9728,11776,8960,27392,0.48,-0.40,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.390,6468950.490,Ground,Ground,31.74,0.065  m,2,55114,-9.0,1,1,238572871.5723740,11776,13056,11520,26624,0.39,-0.34,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.550,6468950.420,Ground,Ground,31.71,0.058  m,2,46136,-9.0,3,3,238572871.5723768,7424,8960,8448,23296,0.52,-0.44,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.940,6468950.530,High Vegetation,High Vegetation,40.66,8.985  m,5,31085,-9.0,3,2,238572871.5723768,9728,11008,9472,24576,0.43,-0.38,19291,0,90,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.650,6468950.500,High Vegetation,High Vegetation,44.12,12.445  m,5,27633,-9.0,4,3,238572871.5723795,8704,10496,8704,24576,0.48,-0.40,19291,0,124,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.740,6468950.350,Unclassified,Unclassified,31.79,0.142  m,1,27087,-9.0,4,4,238572871.5723795,7936,9216,8192,22528,0.48,-0.42,19291,0,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.240,6468950.540,High Vegetation,High Vegetation,47.87,16.195  m,5,38119,-9.0,4,1,238572871.5723795,9728,11776,8960,27392,0.48,-0.40,19291,0,162,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.960,6468950.520,High Vegetation,High Vegetation,46.05,14.375  m,5,38818,-9.0,4,2,238572871.5723795,9728,11008,9472,24576,0.43,-0.38,19291,0,143,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.740,6468950.490,High Vegetation,High Vegetation,50.46,18.785  m,5,44279,-9.0,2,2,238572871.5723823,8704,10496,8704,24576,0.48,-0.40,19291,0,188,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.360,6468950.540,High Vegetation,High Vegetation,54.48,22.805  m,5,31653,-9.0,2,1,238572871.5723823,9728,11776,8960,27392,0.48,-0.40,19291,0,228,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.520,6468950.380,High Vegetation,High Vegetation,53.19,21.536  m,5,45808,-9.0,1,1,238572871.5723879,4864,6400,6400,22016,0.64,-0.55,19291,0,215,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.450,6468950.200,High Vegetation,High Vegetation,50.72,19.066  m,5,34536,-9.0,3,2,238572871.5723935,17152,19712,16896,38912,0.39,-0.33,19291,0,190,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.780,6468950.230,High Vegetation,High Vegetation,52.82,21.166  m,5,29359,-9.0,3,1,238572871.5723935,11520,14080,12032,32000,0.47,-0.39,19291,0,211,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.040,6468950.080,High Vegetation,High Vegetation,47.37,15.716  m,5,44935,-9.0,1,1,238572871.5723963,15104,17920,13568,34048,0.39,-0.31,19291,0,157,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.900,6468951.700,Ground,Ground,31.72,0.045  m,2,43274,-8.0,3,3,238572871.5855532,12032,13824,12032,30464,0.43,-0.38,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.100,6468951.620,Unclassified,Unclassified,31.73,0.059  m,1,52296,-9.0,2,2,238572871.5855560,7680,8192,7936,14848,0.32,-0.29,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.270,6468951.550,Unclassified,Unclassified,31.79,0.12  m,1,46704,-9.0,3,3,238572871.5855588,9984,10496,9728,21504,0.37,-0.34,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.350,6468951.460,Ground,Ground,31.70,0.088  m,2,45590,-9.0,3,3,238572871.5855616,7936,9472,8960,17664,0.38,-0.30,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.130,6468951.610,High Vegetation,High Vegetation,43.22,11.549  m,5,32396,-9.0,3,2,238572871.5855616,7680,8192,7936,14848,0.32,-0.29,19291,0,115,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.060,6468951.590,High Vegetation,High Vegetation,47.86,16.19  m,5,40172,-9.0,3,2,238572871.5855644,6400,7424,7168,17408,0.46,-0.40,19291,0,161,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.530,6468951.400,Ground,Ground,31.60,0  m,2,32964,-9.0,3,3,238572871.5855644,8704,9728,9984,18944,0.37,-0.32,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.490,6468951.540,High Vegetation,High Vegetation,50.04,18.37  m,5,39277,-9.0,1,1,238572871.5855672,8960,9984,9728,19712,0.38,-0.33,19291,0,183,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.570,6468951.530,High Vegetation,High Vegetation,55.65,23.98  m,5,33619,-9.0,2,1,238572871.5855699,8960,9984,9728,19712,0.38,-0.33,19291,0,239,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.990,6468951.490,High Vegetation,High Vegetation,51.95,20.315  m,5,35629,-9.0,2,2,238572871.5855699,7680,9216,8192,18176,0.41,-0.33,19291,0,202,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.430,6468951.440,High Vegetation,High Vegetation,53.71,22.095  m,5,47425,-9.0,1,1,238572871.5855728,8448,9984,9472,17664,0.35,-0.28,19291,0,220,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.430,6468951.350,High Vegetation,High Vegetation,53.18,21.58  m,5,37376,-9.0,3,1,238572871.5855756,6912,8448,8448,18944,0.47,-0.38,19291,0,216,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.180,6468951.330,High Vegetation,High Vegetation,51.59,19.99  m,5,38862,-9.0,3,2,238572871.5855756,9216,11008,9216,25344,0.47,-0.39,19291,0,200,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.070,6468951.110,Ground,Ground,31.70,0.07  m,2,29731,-9.0,3,3,238572871.5855756,16896,20480,14592,41216,0.42,-0.34,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
