X,Y,DESCRIPTION,LAYER,ELEVATION,HEIGHT_ABO,CLASS,INTENSITY,SCAN_ANGLE,RETURN_CNT,RETURN_NUM,GPS_TIME,RED,GREEN,BLUE,NIR,NDVI,NDWI,SOURCE_ID,SCANNER_CH,USER_DATA,KEY_POINT,ID,ERALDISE_N,KVARTALI_N,KATASTRI_N,key6,TO+ID_tree,TO+ID_1 bi,TO+ID_1 sp,TO+ID_1 pi,TO+ID_1 al,TO+ID_1 la,TO+ID_1 co,TO+ID_1 as,TO+ID_1 wi,TO+ID_1 gr
691043.920,6468947.070,Ground,Ground,31.91,0.139  m,2,29862,-8.0,3,3,238572871.5196176,8960,10496,9472,26112,0.49,-0.43,19291,0,0,Y,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.190,6468947.150,High Vegetation,High Vegetation,45.66,13.799  m,5,34668,-8.0,5,4,238572871.5196204,10496,13056,10752,28416,0.46,-0.37,19291,0,138,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691043.060,6468947.000,Unclassified,Unclassified,31.76,0.083  m,1,28616,-8.0,5,5,238572871.5196204,8704,10752,7936,28928,0.54,-0.46,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691043.850,6468947.040,High Vegetation,High Vegetation,42.55,10.786  m,5,38359,-8.0,4,3,238572871.5196232,8960,10496,9472,26112,0.49,-0.43,19291,0,107,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.180,6468946.920,Ground,Ground,31.67,0  m,2,33881,-8.0,4,4,238572871.5196232,20480,24064,17408,50432,0.42,-0.35,19291,0,0,Y,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.770,6468947.100,High Vegetation,High Vegetation,48.61,16.72  m,5,29490,-8.0,4,1,238572871.5196232,13312,16384,13312,36096,0.46,-0.38,19291,0,167,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.360,6468947.080,High Vegetation,High Vegetation,45.87,13.98  m,5,29250,-8.0,4,2,238572871.5196232,16384,19200,15616,36864,0.38,-0.32,19291,0,140,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.530,6468947.070,High Vegetation,High Vegetation,52.62,20.73  m,5,45546,-8.0,1,1,238572871.5196260,16384,18944,16128,39936,0.42,-0.36,19291,0,207,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691043.290,6468946.980,High Vegetation,High Vegetation,49.67,17.968  m,5,37245,-9.0,2,1,238572871.5196288,9728,11008,9216,26368,0.46,-0.41,19291,0,178,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691040.530,6468946.770,Unclassified,Unclassified,31.75,0.095  m,1,28857,-9.0,2,2,238572871.5196288,15872,20992,12032,47616,0.50,-0.39,19291,0,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.180,6468946.890,High Vegetation,High Vegetation,48.32,16.65  m,5,32964,-9.0,6,4,238572871.5196316,20480,24064,17408,50432,0.42,-0.35,19291,0,167,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.960,6468946.870,High Vegetation,High Vegetation,46.85,15.187  m,5,34886,-9.0,6,5,238572871.5196316,20480,24832,16640,52224,0.44,-0.36,19291,0,152,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691043.060,6468946.940,High Vegetation,High Vegetation,54.05,22.374  m,5,31129,-9.0,6,1,238572871.5196316,8704,10752,7936,28928,0.54,-0.46,19291,0,223,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.830,6468946.930,High Vegetation,High Vegetation,52.57,20.9  m,5,30233,-9.0,6,2,238572871.5196316,12800,14848,11520,33280,0.44,-0.38,19291,0,208,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.700,6468946.930,High Vegetation,High Vegetation,51.77,20.1  m,5,30430,-9.0,6,3,238572871.5196316,11520,14336,10752,34304,0.50,-0.41,19291,0,200,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.070,6468946.800,High Vegetation,High Vegetation,46.40,14.745  m,5,35432,-9.0,3,2,238572871.5196344,20736,26112,16128,53248,0.44,-0.34,19291,0,148,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.430,6468946.890,High Vegetation,High Vegetation,55.25,23.58  m,5,29425,-9.0,3,1,238572871.5196344,14848,17664,13568,41472,0.47,-0.40,19291,0,235,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691040.820,6468946.750,High Vegetation,High Vegetation,56.22,24.566  m,5,36087,-9.0,2,1,238572871.5196400,19712,25088,14592,53248,0.46,-0.36,19291,0,246,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.960,6468948.160,Ground,Ground,31.91,0.205  m,2,29250,-8.0,3,3,238572871.5328055,15360,17664,12800,36352,0.41,-0.35,19291,0,0,Y,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.320,6468948.310,High Vegetation,High Vegetation,52.95,21.137  m,5,43908,-8.0,2,2,238572871.5328083,9216,10240,9984,19968,0.37,-0.32,19291,0,211,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.790,6468948.260,High Vegetation,High Vegetation,55.24,23.369  m,5,46398,-8.0,2,1,238572871.5328111,7936,8960,9216,19968,0.43,-0.38,19291,0,234,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.450,6468948.240,High Vegetation,High Vegetation,53.05,21.179  m,5,34471,-8.0,2,2,238572871.5328111,7680,8704,8960,20736,0.46,-0.41,19291,0,212,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.010,6468948.190,High Vegetation,High Vegetation,55.45,23.578  m,5,33488,-9.0,2,1,238572871.5328139,11776,13056,11264,28416,0.41,-0.37,19291,0,236,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691043.780,6468948.180,High Vegetation,High Vegetation,53.97,22.199  m,5,29403,-9.0,2,2,238572871.5328139,9216,10496,8704,24832,0.46,-0.41,19291,0,221,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.260,6468948.060,High Vegetation,High Vegetation,49.75,18.048  m,5,28289,-9.0,3,2,238572871.5328167,11776,13568,11520,36608,0.51,-0.46,19291,0,179,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.880,6468948.040,High Vegetation,High Vegetation,47.17,15.492  m,5,39037,-9.0,3,3,238572871.5328167,7936,10240,9472,29952,0.58,-0.49,19291,0,154,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.960,6468948.100,High Vegetation,High Vegetation,54.28,22.577  m,5,28726,-9.0,3,1,238572871.5328167,15360,17664,12800,36352,0.41,-0.35,19291,0,224,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.990,6468948.020,High Vegetation,High Vegetation,53.34,21.66  m,5,29687,-9.0,2,1,238572871.5328194,7936,10240,9472,29952,0.58,-0.49,19291,0,216,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.590,6468947.980,High Vegetation,High Vegetation,55.94,24.279  m,5,32964,-9.0,2,1,238572871.5328222,10752,13824,10752,34816,0.53,-0.43,19291,0,242,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.820,6468949.050,High Vegetation,High Vegetation,49.68,17.95  m,5,33095,-9.0,3,1,238572871.5459986,19968,24320,16128,44032,0.38,-0.29,19291,0,179,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691040.060,6468948.840,Ground,Ground,31.72,0.06  m,2,30604,-9.0,3,3,238572871.5459986,11520,13568,9728,35840,0.51,-0.45,19291,0,0,Y,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.100,6468949.000,High Vegetation,High Vegetation,44.92,13.19  m,5,30255,-9.0,3,2,238572871.5459986,17408,21248,12800,41216,0.41,-0.32,19291,0,132,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.110,6468948.910,High Vegetation,High Vegetation,43.91,12.246  m,5,38010,-9.0,2,1,238572871.5460014,9728,12288,9472,29952,0.51,-0.42,19291,0,122,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691040.460,6468948.820,High Vegetation,High Vegetation,56.23,24.57  m,5,34646,-9.0,3,1,238572871.5460098,11520,14336,9984,34304,0.50,-0.41,19291,0,245,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691043.420,6468949.950,Ground,Ground,31.74,-0.017  m,2,40675,-8.0,3,3,238572871.5591723,9728,12544,8192,26624,0.46,-0.36,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.690,6468949.800,Ground,Ground,31.66,-0.024  m,2,38163,-8.0,3,3,238572871.5591779,10240,12288,9472,25600,0.43,-0.35,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.470,6468949.990,High Vegetation,High Vegetation,55.36,23.5  m,5,38381,-8.0,2,2,238572871.5591807,15104,18176,12032,37376,0.42,-0.35,19291,0,236,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691043.340,6468949.890,High Vegetation,High Vegetation,53.42,21.668  m,5,29578,-8.0,3,1,238572871.5591835,12544,15360,11264,28416,0.39,-0.30,19291,0,217,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.660,6468949.780,High Vegetation,High Vegetation,42.47,10.787  m,5,35891,-8.0,3,2,238572871.5591835,10240,12288,9472,25600,0.43,-0.35,19291,0,108,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691040.010,6468949.650,Ground,Ground,31.70,0.04  m,2,49282,-8.0,3,3,238572871.5591835,12288,14080,12032,34048,0.47,-0.41,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.750,6468949.780,High Vegetation,High Vegetation,48.68,16.994  m,5,34012,-9.0,2,1,238572871.5591863,10240,12288,9472,25600,0.43,-0.35,19291,0,170,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.880,6468949.760,High Vegetation,High Vegetation,54.96,23.269  m,5,32396,-9.0,2,1,238572871.5591891,14080,17152,12032,31232,0.38,-0.29,19291,0,233,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691040.310,6468949.630,High Vegetation,High Vegetation,55.65,23.99  m,5,36502,-9.0,4,1,238572871.5591947,10752,12544,10752,32768,0.51,-0.45,19291,0,239,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.450,6468940.080,High Vegetation,High Vegetation,55.14,23.249  m,5,43122,-8.0,2,1,238572873.7498154,9472,12288,8192,32512,0.55,-0.45,19291,1,233,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.920,6468940.390,High Vegetation,High Vegetation,53.37,21.462  m,5,40544,-8.0,2,1,238572873.7498182,17152,19968,15872,44544,0.44,-0.38,19291,1,215,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.310,6468940.010,High Vegetation,High Vegetation,48.68,16.792  m,5,38119,-8.0,2,2,238572873.7498182,10240,13056,8704,34048,0.54,-0.45,19291,1,168,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.570,6468940.180,High Vegetation,High Vegetation,44.76,12.863  m,5,39058,-8.0,2,2,238572873.7498210,9472,12288,8192,32512,0.55,-0.45,19291,1,129,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.370,6468940.070,Unclassified,Unclassified,32.09,0.199  m,1,41352,-8.0,4,4,238572873.7498266,10240,13056,8704,34048,0.54,-0.45,19291,1,2,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.230,6468940.370,High Vegetation,High Vegetation,52.71,20.922  m,5,33029,-8.0,4,1,238572873.7630005,8960,10752,8960,25344,0.48,-0.40,19291,1,208,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.870,6468940.150,High Vegetation,High Vegetation,49.96,18.2  m,5,42728,-8.0,4,2,238572873.7630005,11776,13056,12032,29440,0.43,-0.39,19291,1,181,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.910,6468940.810,High Vegetation,High Vegetation,52.21,20.351  m,5,28332,-8.0,5,1,238572873.7630033,13312,16128,12544,36864,0.47,-0.39,19291,1,203,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.660,6468940.650,High Vegetation,High Vegetation,50.22,18.387  m,5,41287,-8.0,5,2,238572873.7630033,11008,13568,10752,31488,0.48,-0.40,19291,1,183,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.940,6468940.200,High Vegetation,High Vegetation,44.71,12.947  m,5,24313,-8.0,5,4,238572873.7630033,10240,11520,10496,25344,0.42,-0.38,19291,1,129,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.440,6468940.520,High Vegetation,High Vegetation,48.59,16.779  m,5,36939,-8.0,5,3,238572873.7630033,8448,11008,8960,28416,0.54,-0.44,19291,1,167,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.650,6468940.660,High Vegetation,High Vegetation,44.87,13.037  m,5,39233,-8.0,3,2,238572873.7630061,11008,13568,10752,31488,0.48,-0.40,19291,1,130,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.140,6468940.960,High Vegetation,High Vegetation,48.65,16.712  m,5,31718,-8.0,3,1,238572873.7630061,12032,15104,11520,38656,0.53,-0.44,19291,1,167,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.280,6468941.070,High Vegetation,High Vegetation,44.43,12.49  m,5,30277,-8.0,4,3,238572873.7630088,9472,12032,9728,32512,0.55,-0.46,19291,1,124,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.650,6468940.040,Ground,Ground,31.82,0.067  m,2,34536,-8.0,4,4,238572873.7630088,10240,11520,9984,30720,0.50,-0.45,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.660,6468941.330,High Vegetation,High Vegetation,41.47,9.53  m,5,29556,-8.0,4,3,238572873.7630116,8448,10240,8448,25088,0.50,-0.42,19291,1,95,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.440,6468940.550,Unclassified,Unclassified,31.91,0.097  m,1,38621,-8.0,4,4,238572873.7630116,8448,11008,8960,28416,0.54,-0.44,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.130,6468941.000,Unclassified,Unclassified,31.95,0.0099999998  m,1,47665,-8.0,2,2,238572873.7630144,12032,15104,11520,38656,0.53,-0.44,19291,1,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691043.950,6468940.590,High Vegetation,High Vegetation,48.10,16.32  m,5,41745,-9.0,3,1,238572873.7761856,18432,21504,16384,45568,0.42,-0.36,19291,1,163,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691044.630,6468941.030,High Vegetation,High Vegetation,47.79,15.98  m,5,38316,-8.0,4,3,238572873.7761884,14080,14848,13056,32256,0.39,-0.37,19291,1,160,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.260,6468941.420,High Vegetation,High Vegetation,52.67,20.843  m,5,39211,-8.0,4,1,238572873.7761884,14080,14592,13312,29184,0.35,-0.33,19291,1,207,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.070,6468941.300,High Vegetation,High Vegetation,51.17,19.355  m,5,35104,-8.0,4,2,238572873.7761884,11264,11776,11008,25856,0.39,-0.37,19291,1,193,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.720,6468941.720,High Vegetation,High Vegetation,50.79,18.933  m,5,45546,-8.0,2,2,238572873.7761911,14080,14848,12544,29952,0.36,-0.34,19291,1,188,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.050,6468941.930,High Vegetation,High Vegetation,53.31,21.37  m,5,31850,-8.0,2,1,238572873.7761911,16896,17664,13312,38144,0.39,-0.37,19291,1,213,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.240,6468942.060,High Vegetation,High Vegetation,49.11,17.133  m,5,41680,-8.0,4,3,238572873.7761940,21760,22016,17920,43520,0.33,-0.33,19291,1,171,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691045.920,6468941.870,High Vegetation,High Vegetation,46.64,14.77  m,5,28726,-8.0,4,4,238572873.7761940,12032,12544,9216,27392,0.39,-0.37,19291,1,146,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.510,6468942.230,High Vegetation,High Vegetation,51.18,19.197  m,5,30801,-8.0,4,2,238572873.7761940,21504,20736,18432,38912,0.29,-0.30,19291,1,191,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691046.610,6468942.310,High Vegetation,High Vegetation,46.42,14.434  m,5,37660,-8.0,3,3,238572873.7761968,16640,15872,14592,31488,0.31,-0.33,19291,1,144,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691041.250,6468940.110,High Vegetation,High Vegetation,55.38,23.617  m,5,30036,-9.0,2,1,238572873.7893593,16128,15872,14592,29440,0.29,-0.30,19291,1,236,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.220,6468940.740,High Vegetation,High Vegetation,52.05,20.279  m,5,29206,-9.0,5,2,238572873.7893649,14080,14336,12800,28928,0.35,-0.34,19291,1,203,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691042.940,6468941.190,High Vegetation,High Vegetation,57.58,25.816  m,5,26956,-9.0,5,1,238572873.7893649,15104,15104,13056,32256,0.36,-0.36,19291,1,255,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
